	BrMin	BrFactor_ADAPT	PoyntingFluxPerBSi	LperpTimesSqrtBSi	StocasticExponent	nChromoSiAWSoM	rMinWaveReflection	realization	pfss	UseSurfaceWaveRefl
169	1.172870647	0.602807751	397884.5622	256289.8716	0.322517688	3.642636E+17	1.188430484	0.727272727	1	2
170	6.629742316	1.29386208	342255.9064	41925.45477	0.301509303	4.939076E+18	1.148812706	0.909090909	1	1
171	7.48955776	0.649740888	566777.2118	230496.0596	0.257622171	2.501571E+18	1.106689408	0	1	2
172	8.524051143	0.989795161	441308.4734	85489.89862	0.161541655	1.093820E+18	1.140184827	0.454545455	1	1
173	2.529997784	0.800630686	702034.8078	179565.1106	0.291206869	3.544688E+18	1.125652893	0.181818182	1	2
174	9.97396392	0.838353481	511292.4585	235808.3293	0.306610042	4.232944E+18	1.090245628	0	1	1
175	1.773660965	1.124160245	428560.0791	186516.8666	0.11340569	2.421741E+18	1.110638833	0.909090909	1	2
176	6.048883703	0.768430883	487360.1371	107677.2019	0.150536954	2.646628E+18	1.114038807	0.818181818	1	1
177	7.660507776	0.56112198	812506.8575	49938.02918	0.118083097	1.266131E+18	1.163793788	0.636363636	1	2
178	3.707318329	0.8874041	329904.3493	211097.1346	0.243529588	3.295326E+18	1.114696775	0.909090909	1	1
179	9.11474437	1.544240516	385240.8024	154931.2697	0.252528542	1.720438E+18	1.139029445	0.636363636	1	2
180	2.320080043	0.686700381	656156.7994	65009.53853	0.205573128	4.709229E+18	1.133558357	0.636363636	1	1
181	8.120250537	0.675168171	354343.1876	219238.2496	0.282856932	1.428920E+18	1.140936968	0.545454545	1	2
182	4.701988811	1.199575695	311583.2163	146732.2474	0.333113211	3.603736E+18	1.130028206	0.272727273	1	1
183	6.657175915	0.87999186	628251.1665	91074.13652	0.139878653	5.915057E+17	1.0994284	0.454545455	1	2
184	1.899390526	0.572934131	914393.3114	165773.5786	0.250795688	2.771746E+18	1.118909696	1	1	1
185	4.311185493	0.763236181	585731.343	262010.5834	0.226062045	1.166246E+18	1.062452863	0.272727273	1	2
186	8.511334988	1.116790397	530373.48	36567.28773	0.277993266	3.941428E+18	1.120277449	0.181818182	1	1
187	0.461636435	0.828840991	409454.455	115955.9197	0.204952196	2.129197E+18	1.142922665	0.545454545	1	2
188	5.669373414	0.620914613	745603.0939	274869.6888	0.315281494	4.909346E+18	1.076820599	0.545454545	1	1
189	9.863512819	1.234491475	422105.1909	284731.2217	0.130097709	1.385227E+18	1.153715892	0.545454545	1	2
190	1.824192645	0.980100803	542729.7212	205870.8266	0.327066732	3.169478E+18	1.122797746	0.909090909	1	1
191	2.939404869	0.644627668	468041.5116	76691.19672	0.12596434	4.010115E+18	1.116241525	1	1	2
192	5.588084366	1.066051065	323837.1179	247626.4451	0.271852474	4.631877E+18	1.151972303	0.545454545	1	1
193	9.160572116	0.591359309	699330.2464	102587.3618	0.188866739	3.672735E+18	1.138034647	0.454545455	1	2
194	2.214390226	1.353753035	367084.5985	50662.74506	0.232086766	6.569887E+17	1.192904809	0.181818182	1	1
195	3.883930447	0.963400397	384142.7179	185996.8863	0.133909673	4.779952E+18	1.175027371	0.818181818	1	2
196	8.313532791	1.451491238	325730.4268	112432.6692	0.129534132	2.047661E+17	1.150545515	0.909090909	1	1
197	0.268718256	0.627564938	607878.4185	56817.22152	0.292825566	3.221688E+18	1.106675591	0.454545455	1	2
198	7.609966244	1.015613151	552736.6215	295251.867	0.19123385	2.717279E+18	1.193833542	0.090909091	1	1
199	6.537478461	0.540558814	426680.84	150212.753	0.228281084	4.159380E+18	1.104722415	1	1	2
200	7.114804769	1.821236688	301431.0865	203808.225	0.158330648	2.294974E+18	1.128496112	0.272727273	1	1
201	5.087644381	0.725745746	519181.4769	171612.6918	0.119760299	1.017237E+18	1.153149342	0.363636364	1	2
202	4.892791447	0.589621434	762054.9252	221507.4281	0.211351992	4.460076E+18	1.18901788	0.090909091	1	1
203	9.05071896	0.930668151	494662.7799	43448.60759	0.336800305	2.581067E+18	1.175211288	0.454545455	1	2
204	1.387245879	0.780059503	338080.5533	281884.6294	0.175382996	1.879636E+18	1.126976262	0.818181818	1	1
205	2.736794979	0.845763287	663355.3412	135829.9985	0.274306117	4.436866E+17	1.135035278	0.090909091	1	2
206	5.790615026	1.099859406	396785.0473	83863.61972	0.201029441	3.454750E+18	1.177968826	0	1	1
207	8.075876057	0.658281779	727553.2074	172452.206	0.276876606	4.439828E+18	1.163200463	0.181818182	1	2
208	3.293095166	0.857737686	416411.0595	95668.03706	0.15154733	2.596957E+18	1.174016915	0.272727273	1	1
209	1.94351705	0.792297607	591137.4101	220659.8221	0.309525734	1.001413E+18	1.120997689	0.454545455	1	2
210	4.336410193	0.577605836	908959.9147	282627.1978	0.334200812	2.902155E+18	1.159880857	0.727272727	1	1
211	1.553071584	1.162257416	318579.2537	31652.5595	0.251576013	3.438905E+18	1.192831113	0	1	2
212	5.643938906	0.739034401	372328.8374	262368.7037	0.244393479	1.864013E+18	1.148469814	0.545454545	1	1
213	4.030301494	1.41651502	359978.7038	161488.0244	0.300556678	2.265796E+17	1.172473236	0.909090909	1	2
214	7.074961797	0.552838082	679879.9913	76333.03462	0.107278936	3.200287E+18	1.158956872	0	1	1
215	8.147402012	1.027628779	305936.9113	200247.5046	0.323381454	4.801397E+18	1.090147576	0.636363636	1	2
216	2.905501723	0.695290453	838953.7079	55547.22891	0.193833401	2.161853E+18	1.08280144	0.818181818	1	1
217	0.806187701	0.640911237	460975.0498	101165.7676	0.162551906	4.137594E+18	1.142515356	0.727272727	1	2
218	4.421352688	0.976483056	537238.1989	243032.5824	0.260537531	2.739072E+18	1.192710533	0.363636364	1	1
219	6.371653706	1.264459218	404153.3414	197403.5742	0.213509021	9.127766E+17	1.147924493	0.818181818	1	2
220	9.71691451	0.603387296	446281.0194	62457.12146	0.296744544	3.989785E+18	1.087110246	0	1	1
221	3.495762281	0.657697968	614886.5221	154790.2306	0.239361885	3.652166E+18	1.171680191	0.545454545	1	2
222	5.441789641	1.447709242	345278.2033	64888.70856	0.166129924	6.772918E+17	1.093950589	0.181818182	1	1
223	2.380597326	0.993434742	389576.6331	296657.0166	0.217314532	4.652398E+18	1.144947832	0.909090909	1	2
224	7.954348566	1.128822466	377322.726	127224.7545	0.147618123	3.586985E+18	1.193858177	1	1	1
225	0.999010508	0.841074974	656261.7943	42043.42014	0.310835325	6.085951E+17	1.184011386	0.636363636	1	2
226	4.848588665	0.77520646	332536.7689	167035.236	0.108795422	1.411805E+18	1.171696569	0.272727273	1	1
227	7.194525742	0.893284635	475148.0557	135455.3003	0.255271333	2.145902E+18	1.170376229	0.363636364	1	2
228	1.361944922	0.56064247	767546.68	260643.8583	0.144823041	4.887624E+18	1.169729045	1	1	1
229	8.65762908	0.688197242	501241.9783	276244.7713	0.171348093	1.149480E+18	1.19260699	0.636363636	1	2
230	9.130756955	1.757452394	319382.9821	245119.8801	0.196742144	2.422968E+18	1.154012379	0.090909091	1	1
231	1.607454154	0.683159368	403102.5115	159880.0918	0.339569412	2.662647E+18	1.135090949	0	1	2
232	2.994721464	0.883599384	576851.9748	284838.9119	0.120682884	4.216955E+18	1.158308584	0.727272727	1	1
233	6.19517745	1.20546126	456750.8209	206024.4913	0.283871697	2.437537E+18	1.178546198	0.272727273	1	2
234	3.541418212	1.593638235	300931.5278	102736.492	0.198320018	1.704466E+18	1.128331221	0	1	1
235	5.336233492	0.763847527	634216.2993	50775.4844	0.275257998	4.725045E+18	1.131850486	0.454545455	1	2
236	4.683311607	0.619285916	896999.2368	64163.99343	0.303571089	1.286899E+18	1.143230264	0.636363636	1	1
237	9.261342501	0.83350642	358146.7193	191597.8777	0.178239993	3.279575E+18	1.087014951	0.363636364	1	2
238	1.026577775	1.238136087	370498.2834	90964.26178	0.126824605	4.961018E+18	1.181648749	0.272727273	1	1
239	6.795947694	0.646158647	313575.3008	270524.0706	0.136766539	3.858366E+17	1.184823693	0.272727273	1	2
240	4.13212951	1.068738698	469499.1956	36459.20336	0.231050059	1.071906E+18	1.111929947	0.181818182	1	1
241	9.501341414	0.717417029	786475.5504	231759.7557	0.101500183	3.561658E+18	1.149025575	0.090909091	1	2
242	8.689952733	1.354327312	415361.8509	261895.9088	0.265359682	4.297087E+18	1.169690102	0.909090909	1	1
243	0.479275291	0.598166686	544784.599	178293.057	0.19215611	2.523529E+18	1.110788189	0.272727273	1	2
244	2.201088651	1.681132775	325032.3132	213599.0629	0.16881478	1.395792E+18	1.169902933	0.090909091	1	1
245	1.22441672	0.75464458	721488.5512	269363.5196	0.23780176	3.412672E+18	1.185101766	0.636363636	1	2
246	5.221553571	0.969154503	435755.726	126636.6655	0.123136524	1.224078E+18	1.1534096	0.545454545	1	1
247	8.755999419	0.629199042	559674.3204	250584.0598	0.326085667	2.074236E+18	1.173168483	0.272727273	1	2
248	9.614932789	1.339831154	336761.2839	135940.2632	0.234971855	4.511748E+18	1.185881281	1	1	1
249	2.562603885	0.547461335	378373.079	225852.65	0.269053956	5.368557E+17	1.18419188	0.272727273	1	2
