	BrMin	BrFactor_ADAPT	PoyntingFluxPerBSi	LperpTimesSqrtBSi	StocasticExponent	rMin_AWSoMR	rMinWaveReflection	realization	pfss	UseSurfaceWaveRefl
44	8.164561295	1.096541615	410695.5606	134824.8239	0.309279237	1.074367543	1.07498305	0.090909091	1	1
45	0.124783036	0.873890443	530696.0303	85000.37275	0.112267528	1.113928599	1.180343416	0.545454545	1	2
46	6.006226775	0.643322241	1013327.888	179195.1199	0.226815573	1.051076054	1.051120994	1	1	1
47	2.155180147	1.943013746	348498.2906	53898.69581	0.13585247	1.085578162	1.169164987	0.818181818	1	2
48	7.773510143	0.722882167	686619.1443	255920.3416	0.251798241	1.101148024	1.151884326	0.272727273	1	1
49	0.828090918	1.517015398	353239.7922	166520.4704	0.208537587	1.063905826	1.077010762	0.909090909	1	2
50	6.349612207	0.927145392	312088.4787	127764.4649	0.167905347	1.062197703	1.078387618	0.636363636	1	1
51	2.206954272	0.593225029	844714.6295	272456.498	0.282103635	1.127681336	1.190783413	0.090909091	1	2
52	9.738970911	1.617818721	338343.9763	262883.6646	0.310590631	1.096464254	1.184632397	0.636363636	1	1
53	1.694919004	0.758131921	621820.9846	177175.5256	0.147401392	1.055662555	1.188427679	0.363636364	1	2
54	8.285649426	0.626234667	859414.7485	224448.027	0.176270207	1.141887546	1.198048593	0.181818182	1	1
55	3.083416419	0.823341224	395532.891	31112.65427	0.305349472	1.079031949	1.161340567	0.636363636	1	2
56	5.424616649	0.705930485	440518.4081	269532.1952	0.212458928	1.107700725	1.147306297	0.181818182	1	1
57	4.594995817	0.54238346	1078315.269	250209.0088	0.118873314	1.066049407	1.171346817	0.454545455	1	2
58	9.348514627	0.910358666	564439.1185	141376.3541	0.248540381	1.103319068	1.186208871	0.181818182	1	1
59	2.397603425	1.194019284	494145.68	96298.45137	0.17160008	1.058481713	1.059513046	0.636363636	1	2
60	7.897955717	1.062850191	481887.2087	196798.2034	0.103485477	1.109853833	1.135663169	0.090909091	1	1
61	3.154853396	0.728625982	773895.2288	71617.89002	0.22928352	1.103766032	1.182385449	0.363636364	1	2
62	4.904499908	1.382652136	427772.4095	101614.8726	0.15260467	1.065937947	1.151247944	0.090909091	1	1
63	6.864720904	0.588290271	507393.5457	51767.32768	0.319559502	1.13028789	1.195361691	0.454545455	1	2
64	6.079305375	1.657018582	312643.8769	87141.34956	0.281031437	1.057979818	1.074072598	0.727272727	1	1
65	4.201219287	1.008531264	650694.4925	290185.493	0.166374614	1.120710253	1.135620995	0.363636364	1	2
66	7.255801999	1.230821962	382889.7864	200811.8056	0.23957862	1.09252999	1.168894063	0.818181818	1	1
67	0.547135	0.673189965	325994.6004	160997.5912	0.264330123	1.11416365	1.197819189	1	1	2
68	5.818192591	0.847101664	817971.334	238197.7969	0.134782103	1.099082312	1.16380862	0.181818182	1	1
69	8.048381389	0.85698442	613039.5446	61487.11522	0.184420289	1.05201916	1.182916171	0.363636364	1	2
70	1.102807913	1.113422979	345538.4884	108702.1096	0.227626923	1.137669622	1.17606718	0	1	1
71	3.31946379	0.660141537	930438.2047	203534.1867	0.295339154	1.072479191	1.13697291	0.363636364	1	2
72	6.700052693	0.792038661	388350.5721	189653.256	0.268317757	1.075400001	1.144752296	0.181818182	1	1
73	4.363523689	0.94400175	444151.5323	153716.7206	0.129498867	1.063382566	1.164119861	1	1	2
74	7.403303438	1.160360107	514432.7637	65896.30173	0.292516591	1.085473188	1.096315651	0.454545455	1	1
75	9.581207421	0.576290217	711543.6925	245282.9896	0.239833658	1.090013158	1.091688047	0.545454545	1	2
76	5.375326527	2.230538042	308693.709	30552.7064	0.316042854	1.062064877	1.094978877	0	1	1
77	0.399228109	0.739837369	569646.9497	299769.2922	0.331513257	1.133692794	1.186276013	0	1	2
78	2.42761069	1.809488017	350379.8878	263377.6945	0.307983244	1.118281911	1.161287682	0.545454545	1	1
79	7.096200446	0.894929011	767027.2529	216829.2947	0.311306995	1.079506425	1.19911966	1	1	2
80	1.849674925	0.554647572	477778.0103	38931.15221	0.200503458	1.1071984	1.17908507	1	1	1
81	4.952903104	2.093848439	321440.5753	199261.9295	0.259002469	1.069928788	1.171795605	0.272727273	1	2
82	2.923383708	1.028943949	501685.2261	168108.7544	0.222525039	1.120004146	1.189480755	1	1	1
83	5.972316328	1.346488173	431893.8019	255402.9641	0.17558394	1.057173004	1.095289985	1	1	2
84	3.626338711	1.465350089	376000.45	88690.06658	0.336607573	1.11204183	1.130312325	0.545454545	1	1
85	5.582133038	0.639547411	659170.7567	132173.5946	0.14341547	1.077818897	1.198961403	1	1	2
86	4.437269024	0.744030962	822162.918	117765.3523	0.172752235	1.07489428	1.132323838	0.818181818	1	1
87	9.196124824	0.97462491	332896.1575	277214.7699	0.287305746	1.135545111	1.183228303	0.181818182	1	2
88	3.848378037	0.605220798	648864.7752	94730.53843	0.277348262	1.051211593	1.152990963	0.454545455	1	1
89	6.902805008	1.365729909	315987.4372	141905.7985	0.204081089	1.098278552	1.150737482	0.909090909	1	2
90	0.274669286	1.079615827	374348.367	223908.1111	0.179388179	1.059697866	1.105535627	0.727272727	1	1
91	6.171225195	0.711682853	882370.8648	45330.12229	0.309057043	1.087643841	1.093589185	1	1	2
92	7.625987702	0.656374632	417771.4914	120473.3771	0.332795082	1.122550362	1.140622173	0.818181818	1	1
93	3.50738711	0.863995097	725764.2405	279547.8202	0.206876184	1.086326528	1.19769042	1	1	2
94	4.551930283	1.247826845	473351.7483	173473.7608	0.283734482	1.101993057	1.178492299	0.272727273	1	1
95	6.511995883	0.99155104	593045.5163	265514.5189	0.116718307	1.064238211	1.146223001	0.090909091	1	2
96	0.982178142	0.609464795	796849.6766	183593.6769	0.105871712	1.070785181	1.148361894	0.818181818	1	1
97	3.199139717	1.130118267	580689.2795	164699.7482	0.188349912	1.080359017	1.100499693	0.090909091	1	2
98	5.150052409	0.840296667	460701.0169	73187.22709	0.231321856	1.116010254	1.180397441	0.909090909	1	1
99	8.213842653	1.839498017	341642.5217	166026.7604	0.173820769	1.053743685	1.133905366	0.363636364	1	2
100	8.998381062	0.77498852	534439.0063	201353.4035	0.19523766	1.073604384	1.143045309	0.454545455	1	1
101	2.047315619	1.600953951	405414.4887	288605.9477	0.272239298	1.076905143	1.100165333	0.272727273	1	2
102	7.210976935	0.559367728	965444.7202	292843.1135	0.163018204	1.134828481	1.167488571	0.454545455	1	1
103	9.388575221	1.2108014	362094.4729	54393.3067	0.125569303	1.050314224	1.134075619	0.727272727	1	2
104	1.344368802	0.893551762	679302.5604	97917.47014	0.288821717	1.056852817	1.068051437	0.454545455	1	1
105	2.808664425	0.689024736	303246.0159	243970.0733	0.130869055	1.091026095	1.131177533	0.090909091	1	2
106	3.801327203	1.541227231	334922.024	46846.62652	0.161241809	1.104789279	1.178157817	0.545454545	1	1
107	7.007276507	0.681802028	604913.3146	123589.789	0.238273666	1.067644878	1.159834718	0.727272727	1	2
108	8.395735794	0.881747594	381199.7155	251722.9767	0.215284236	1.080639626	1.106691785	0.090909091	1	1
109	2.973311015	0.566771469	863802.1968	143289.9436	0.325617198	1.07143888	1.174508021	0.818181818	1	2
110	0.737298485	0.765649115	436311.722	80803.56063	0.300649154	1.05400791	1.167955913	0.181818182	1	1
111	5.319267993	0.954062731	718943.9997	174990.0062	0.186566215	1.132675554	1.148926018	0.727272727	1	2
112	4.661158298	0.83481356	562392.7521	226889.0931	0.159543117	1.094847565	1.129631175	0.545454545	1	1
113	6.460245885	1.118735773	479022.5314	280931.7069	0.32282392	1.116863366	1.169485208	0.727272727	1	2
114	9.282371183	0.618985265	1095000.964	34208.77803	0.270463823	1.060553732	1.086941469	0.818181818	1	1
115	7.842190671	0.804171025	752497.2854	287616.7956	0.13757813	1.126124012	1.133891809	0.818181818	1	2
116	3.210637553	0.98624832	491770.9183	111284.1341	0.252129815	1.065485852	1.10658759	0.363636364	1	1
117	0.141661724	1.73361007	310573.0912	271631.9062	0.190864115	1.14931651	1.175340981	0.818181818	1	2
118	8.967142368	1.441052408	448571.0736	182736.8675	0.244311891	1.087172113	1.153366539	0.181818182	1	1
119	2.177364575	0.646952136	516262.8885	240494.7015	0.171016329	1.102657712	1.104998555	0.909090909	1	2
120	1.318158291	1.290546693	393551.2681	151040.0672	0.149746381	1.052729317	1.149759568	0.818181818	1	1
121	5.859454374	0.597916833	347565.7854	214584.6217	0.113810795	1.115462706	1.130327113	0.818181818	1	2
122	8.041537688	1.253056806	302001.7808	80082.82562	0.25605214	1.099391914	1.153477258	0.181818182	1	1
123	1.247486246	0.969429145	631607.6344	156800.7056	0.209080822	1.144919024	1.156569348	0.272727273	1	2
124	5.199609865	0.753362934	923584.0011	233992.7405	0.338163786	1.082652553	1.179354415	0.181818182	1	1
125	4.780759183	0.630033923	357676.076	286011.2391	0.248007638	1.093444239	1.182088181	0.272727273	1	2
126	7.434473112	1.017412737	400214.9371	47592.59449	0.146058857	1.095700155	1.104526483	0.727272727	1	1
127	1.430854478	0.702213107	742197.7978	209287.3474	0.275729565	1.054864304	1.135015799	0.272727273	1	2
128	8.58859557	0.547236394	576465.0984	192600.7832	0.303102508	1.069072618	1.14774353	0.090909091	1	1
129	0.387685094	1.406824318	458675.6272	246667.6495	0.109882016	1.07826956	1.116796455	0.181818182	1	2
130	9.365815646	1.628488604	394316.1909	224745.3297	0.328337116	1.0848028	1.159096772	0.272727273	1	1
131	9.950617703	0.732243969	471324.7374	145573.7496	0.165047061	1.100385305	1.140509154	0.090909091	1	2
132	6.842804754	2.019605236	327894.1283	238429.2472	0.227310685	1.063118837	1.110067596	0.090909091	1	1
133	0.068870473	0.583603675	1009890.677	129414.5614	0.136296249	1.12357819	1.123663561	0.545454545	1	2
134	2.851937881	1.154941885	412570.3186	215972.229	0.21886291	1.078657044	1.089502815	0	1	1
135	6.062158449	0.93255231	546038.1955	273706.9691	0.262097932	1.06946028	1.130555264	0.545454545	1	2
136	3.711133595	0.782345301	690212.7989	35286.86745	0.100092848	1.117225273	1.169701726	0.090909091	1	1
137	5.515715543	1.576740127	369928.5395	116776.7151	0.297078932	1.123971754	1.197986795	0.363636364	1	2
138	6.269273618	0.669554987	828599.9844	87832.74204	0.193560459	1.127276537	1.138738427	0.909090909	1	1
139	2.287273749	0.851872262	314741.7717	181372.4358	0.319012443	1.147441501	1.167994216	0.181818182	1	2
140	5.235552464	0.661471678	375724.4386	36037.94691	0.171866971	1.062731341	1.146743007	1	1	1
141	8.88841575	0.997043593	601010.4321	181070.8811	0.25485545	1.11507521	1.138675879	0.818181818	1	2
142	1.942384832	1.217523897	334136.4883	258312.6489	0.211574086	1.053123072	1.087165611	0.727272727	1	1
143	0.76772135	1.669033274	363695.314	113982.547	0.132786121	1.05887507	1.137949825	0	1	2
144	9.591084828	1.370638474	476675.3897	91616.23024	0.306242585	1.093050473	1.107779063	0	1	1
145	1.551915281	0.574465698	556928.2159	145152.2002	0.109210388	1.082258978	1.088947569	0.545454545	1	2
146	8.467659317	0.742222191	724406.3186	130165.1801	0.199398465	1.104470645	1.143016926	0.454545455	1	1
147	2.586370499	1.049256235	432398.3133	274338.0447	0.310317361	1.116469576	1.190978641	1	1	2
148	5.62569276	1.301375088	502742.0819	216608.0159	0.147315773	1.05439537	1.147459264	1	1	1
149	4.036321442	0.896761909	515490.3708	46961.51237	0.217714849	1.142976211	1.178111315	0.818181818	1	2
150	7.086017313	1.182830305	444656.7951	105217.686	0.264761806	1.071826531	1.083267562	0.272727273	1	1
151	9.908409705	0.555978865	1029366.536	208536.7191	0.332268387	1.103051478	1.119553861	0.363636364	1	2
152	3.253417499	1.987638143	308234.9855	83369.58819	0.181312666	1.08678445	1.197054111	0.272727273	1	1
153	0.111203059	0.692103047	489421.3809	193022.3231	0.238829272	1.065098368	1.159561364	0.090909091	1	2
154	7.770000147	0.811856932	346779.5944	157102.2658	0.153362281	1.060166057	1.096717048	0.818181818	1	1
155	0.814816321	1.133782627	613362.0953	80388.94421	0.320098276	1.123216829	1.133896411	1	1	2
156	3.597844995	0.637721727	810661.4728	234413.7111	0.2675624	1.08849448	1.192667637	0.272727273	1	1
157	4.427386886	1.603695459	388073.81	204303.4156	0.103047408	1.05070799	1.12401625	0.454545455	1	2
158	6.382723732	0.746416949	670528.5033	285260.1702	0.29634331	1.112754738	1.144679272	0.636363636	1	1
159	6.893537999	0.606527247	894203.5383	194990.2348	0.131754206	1.077298921	1.133438209	0.727272727	1	2
160	1.661807776	0.913848646	361577.3726	69274.40249	0.260838965	1.083063502	1.167321544	0.727272727	1	1
161	3.086926118	0.708761414	637084.4726	215335.2461	0.161913101	1.090632341	1.146204494	0.363636364	1	2
162	6.140895647	1.505294697	304336.8105	292601.1697	0.235133926	1.119482518	1.181364134	0.545454545	1	1
163	0.69403359	0.654507874	1063011.971	288367.8605	0.194352278	1.12868311	1.135362314	0.363636364	1	2
164	3.47736811	1.082949559	459448.8602	58405.00963	0.157049289	1.101599458	1.17028107	0.454545455	1	1
165	5.438196925	0.862697922	580380.0922	111915.7936	0.324021176	1.086714024	1.179370081	0.818181818	1	2
166	9.325473381	0.796829311	405677.9113	240073.7268	0.106976588	1.088031528	1.113178914	0.727272727	1	1
167	7.962805077	0.610770349	548386.1478	81224.5247	0.24504785	1.131817214	1.132946959	0	1	2
168	1.012502885	1.468277526	418035.6653	139507.043	0.168061432	1.09379076	1.132342378	0.727272727	1	1
169	9.990995768	1.702042606	328682.6916	49113.44868	0.266510572	1.079971354	1.188430484	0.727272727	1	2
170	6.809941824	0.946507028	472098.8171	226257.4281	0.207996042	1.070397697	1.148812706	0.909090909	1	1
171	2.056587434	0.772067975	782850.346	33457.70259	0.333799577	1.057566769	1.106689408	0	1	2
172	4.155900879	0.557501878	317079.0071	122839.1743	0.30981252	1.129190318	1.140184827	0.454545455	1	1
173	8.666109527	1.318165323	373830.5161	171091.4841	0.314129468	1.097884798	1.125652893	0.181818182	1	2
174	5.824448816	0.691384971	951755.4335	143711.497	0.276343994	1.050817994	1.090245628	0	1	1
175	3.8133456	0.679969134	850248.3521	293194.0498	0.114564326	1.07450049	1.110638833	0.909090909	1	2
176	9.821249915	1.039736517	392249.4968	98420.90057	0.225485058	1.077425333	1.114038807	0.818181818	1	1
177	6.679356119	1.642639075	411656.8696	275561.2761	0.167000745	1.062452349	1.163793788	0.636363636	1	2
178	3.000889176	1.392829373	347878.7756	195715.4575	0.278544681	1.090400833	1.114696775	0.909090909	1	1
179	6.206075815	0.569164666	618512.485	243420.8817	0.201588469	1.085860672	1.139029445	0.636363636	1	2
180	3.547609821	0.95588842	573556.6868	72486.1036	0.280595965	1.063770229	1.133558357	0.636363636	1	1
181	5.347155493	1.275571133	491301.9074	164002.1773	0.117388748	1.069541292	1.140936968	0.545454545	1	2
182	6.471954943	0.832427568	707630.2122	59130.48919	0.253251387	1.107592154	1.130028206	0.272727273	1	1
183	2.475160242	0.61609769	449613.8273	201704.909	0.138580681	1.079118774	1.0994284	0.454545455	1	2
184	7.814607704	1.564632087	437353.7242	32337.48694	0.196384047	1.096160836	1.118909696	1	1	1
185	1.025287958	0.802337236	504036.9093	120121.8609	0.269576498	1.055722262	1.062452863	0.272727273	1	2
186	1.802161173	1.879898555	322226.7428	156546.9371	0.249803955	1.092923589	1.120277449	0.181818182	1	1
187	4.988400741	0.871996034	478554.295	266215.6368	0.187554022	1.129900239	1.142922665	0.545454545	1	2
188	6.777568033	1.090500569	561298.8815	174171.3423	0.234336713	1.06633151	1.076820599	0.545454545	1	1
189	8.955128777	0.649346227	764677.7393	138254.4681	0.301755974	1.143816919	1.153715892	0.545454545	1	2
190	7.324565346	0.720606621	335234.239	95279.73959	0.326504297	1.081742619	1.122797746	0.909090909	1	1
191	8.674152538	0.921046798	659960.8101	223404.6872	0.1226149	1.075006426	1.116241525	1	1	2
192	0.477971411	1.175404512	379898.6949	266406.0894	0.289556581	1.051625573	1.151972303	0.545454545	1	1
193	2.694894234	0.59502835	996077.7843	44979.19556	0.237166615	1.136641755	1.138034647	0.454545455	1	2
194	3.432912023	0.751504293	368873.9607	131624.85	0.192806816	1.098688547	1.192904809	0.181818182	1	1
195	6.586748131	0.632386949	912340.7848	118116.8644	0.101095289	1.114551312	1.175027371	0.818181818	1	2
196	8.76461338	1.140913828	315198.1944	229970.5671	0.183749268	1.058087923	1.150545515	0.909090909	1	1
197	1.969799274	0.82159159	644967.3409	277718.6545	0.230766019	1.103706719	1.106675591	0.454545455	1	2
198	7.588052384	1.778039965	382233.6547	74576.27753	0.111889956	1.065655808	1.193833542	0.090909091	1	1
199	9.623560961	0.703511452	587584.688	39282.07492	0.137049661	1.099022978	1.104722415	1	1	2
200	0.357055147	0.544323059	731227.2385	92340.93807	0.164044393	1.052322969	1.128496112	0.272727273	1	1
201	2.573673464	1.192063527	546311.8823	254705.968	0.126419709	1.061810219	1.153149342	0.363636364	1	2
202	5.773973737	0.904379869	413860.2646	167407.0551	0.29312733	1.1015416	1.18901788	0.090909091	1	1
203	3.925889498	1.310821371	401504.1318	66593.30735	0.221790754	1.08519069	1.175211288	0.454545455	1	2
204	7.136568113	1.056692291	533661.2549	154418.4134	0.178537764	1.079419636	1.126976262	0.818181818	1	1
205	8.251742171	0.585955548	458350.8234	299418.3599	0.274622854	1.070260052	1.135035278	0.090909091	1	2
206	0.900745853	1.006598181	302457.4284	60983.23619	0.121318942	1.133828447	1.177968826	0	1	1
207	5.546350221	0.78364248	841700.5768	203182.6851	0.247120659	1.083851068	1.163200463	0.181818182	1	2
208	4.473195474	0.666642817	676962.9885	190202.0111	0.339270724	1.105976089	1.174016915	0.272727273	1	1
209	6.277014795	1.429298143	356622.2478	233161.6513	0.142268732	1.057235344	1.120997689	0.454545455	1	2
210	6.974470511	0.855184721	365204.215	289498.7283	0.109834855	1.129445068	1.159880857	0.727272727	1	1
211	1.580856154	0.666243751	879062.4605	113685.236	0.220165986	1.135217281	1.192831113	0	1	2
212	8.399550761	0.785361225	639698.4741	161367.5683	0.313721502	1.098167345	1.148469814	0.545454545	1	1
213	0.203519079	1.581632878	318880.1333	76191.62112	0.146723977	1.078097934	1.172473236	0.909090909	1	2
214	7.539743504	1.158486376	463865.6817	242887.6483	0.247334256	1.148948476	1.158956872	0	1	1
215	0.750573529	0.937973113	596305.0924	197287.1534	0.174087786	1.0643219	1.090147576	0.636363636	1	2
216	5.381676096	0.578179974	1060157.601	71987.42659	0.285002998	1.059391311	1.08280144	0.818181818	1	1
217	4.637811782	0.737368239	421005.962	51199.52876	0.256105687	1.087706589	1.142515356	0.727272727	1	2
218	4.053619183	1.625704423	344583.2845	233722.3068	0.115403462	1.094435895	1.192710533	0.363636364	1	1
219	3.275181681	0.552361919	525221.6121	270100.0047	0.15556855	1.131507199	1.147924493	0.818181818	1	2
220	5.074878279	1.409607469	408356.8474	220782.1974	0.31882978	1.053632077	1.087110246	0	1	1
221	6.744268069	0.696792721	793493.1356	249839.4828	0.183029399	1.142200079	1.171680191	0.545454545	1	2
222	2.122280225	1.022834861	451510.3018	140887.4096	0.297579253	1.050031719	1.093950589	0.181818182	1	1
223	4.085466203	0.815653676	848629.5875	83138.13211	0.329154204	1.135131973	1.144947832	0.909090909	1	2
224	9.468563613	0.633049043	306627.6623	176805.5389	0.218354319	1.073712885	1.193858177	1	1	1
225	2.728732959	1.258710382	352464.2346	121697.8889	0.165236102	1.111666042	1.184011386	0.636363636	1	2
226	5.934070272	0.972740864	682707.9294	31799.41251	0.242248165	1.056765989	1.171696569	0.272727273	1	1
227	1.172870647	0.602807751	397884.5622	256289.8716	0.322517688	1.094565461	1.170376229	0.363636364	1	2
228	4.825772061	1.073643403	622597.2574	127077.246	0.104568655	1.109109525	1.169729045	1	1	1
229	6.629742316	1.29386208	342255.9064	41925.45477	0.301509303	1.080747767	1.19260699	0.636363636	1	2
230	8.807602713	0.713612346	933330.0916	271888.6925	0.233649788	1.143700932	1.154012379	0.090909091	1	1
231	7.48955776	0.649740888	566777.2118	230496.0596	0.257622171	1.071183826	1.135090949	0	1	2
232	5.45507889	1.728488215	359472.9943	195154.4782	0.222851343	1.065426502	1.158308584	0.727272727	1	1
233	8.524051143	0.989795161	441308.4734	85489.89862	0.161541655	1.102375635	1.178546198	0.272727273	1	2
234	0.313374614	1.241648299	523551.0457	135309.6465	0.238318055	1.087475937	1.128331221	0	1	1
235	2.529997784	0.800630686	702034.8078	179565.1106	0.291206869	1.12293142	1.131850486	0.454545455	1	2
236	7.94077504	1.911299962	318108.4007	268020.855	0.331832008	1.125869027	1.143230264	0.636363636	1	1
237	3.970786263	0.615440001	1043900.704	159135.4624	0.18081019	1.060884625	1.087014951	0.363636364	1	2
238	9.97396392	0.838353481	511292.4585	235808.3293	0.306610042	1.052401018	1.181648749	0.272727273	1	1
239	1.773660965	1.124160245	428560.0791	186516.8666	0.11340569	1.13067583	1.184823693	0.272727273	1	2
240	6.048883703	0.768430883	487360.1371	107677.2019	0.150536954	1.067095717	1.111929947	0.181818182	1	1
241	7.660507776	0.56112198	812506.8575	49938.02918	0.118083097	1.082540954	1.149025575	0.090909091	1	2
242	3.707318329	0.8874041	329904.3493	211097.1346	0.243529588	1.141379682	1.169690102	0.909090909	1	1
243	9.11474437	1.544240516	385240.8024	154931.2697	0.252528542	1.106792103	1.110788189	0.272727273	1	2
244	2.320080043	0.686700381	656156.7994	65009.53853	0.205573128	1.117877133	1.169902933	0.090909091	1	1
245	8.120250537	0.675168171	354343.1876	219238.2496	0.282856932	1.095372264	1.185101766	0.636363636	1	2
246	4.701988811	1.199575695	311583.2163	146732.2474	0.333113211	1.133322371	1.1534096	0.545454545	1	1
247	6.657175915	0.87999186	628251.1665	91074.13652	0.139878653	1.054948388	1.173168483	0.272727273	1	2
248	1.899390526	0.572934131	914393.3114	165773.5786	0.250795688	1.126575899	1.185881281	1	1	1
249	4.311185493	0.763236181	585731.343	262010.5834	0.226062045	1.061688378	1.18419188	0.272727273	1	2
250	8.511334988	1.116790397	530373.48	36567.28773	0.277993266	1.089602346	1.129231075	0.818181818	1	1
251	0.461636435	0.828840991	409454.455	115955.9197	0.204952196	1.100057436	1.117106165	0.727272727	1	2
252	5.669373414	0.620914613	745603.0939	274869.6888	0.315281494	1.085060856	1.14451726	1	1	1
253	9.863512819	1.234491475	422105.1909	284731.2217	0.130097709	1.084604951	1.17158954	0.909090909	1	2
254	1.824192645	0.980100803	542729.7212	205870.8266	0.327066732	1.100565224	1.178081356	0.909090909	1	1
255	8.195190646	0.875748949	776034.2399	187241.8391	0.236762384	1.062541772	1.179114168	0.181818182	1	2
256	2.939404869	0.644627668	468041.5116	76691.19672	0.12596434	1.117413697	1.122163063	0	1	1
257	0.859030818	0.725242272	831859.6305	155524.6568	0.157304457	1.055464467	1.095680531	0.727272727	1	2
258	5.588084366	1.066051065	323837.1179	247626.4451	0.271852474	1.132852071	1.144164103	0.636363636	1	1
259	9.160572116	0.591359309	699330.2464	102587.3618	0.188866739	1.0788335	1.135891822	0.909090909	1	2
